date,branch,sweet_name,selling_price,quantity_kg,cost_per_kg
2025-05-23,Jayanagar,Chandrakala,₹819.00,1.0,400.0
2025-01-15,Malleswaram,Dry Fruit Mixture,₹933.00,7.0,600.0
2025-06-17,Jayanagar,Dry Fruit Mixture,₹933.00,10.0,600.0
2025-09-17,Indiranagar,Chandrakala,₹819.00,6.0,400.0
2025-05-18,Jayanagar,Motichoor Laddu,₹876.00,13.0,450.0
2025-09-06,Malleswaram,Special Mysore Paak,₹870.00,1.0,500.0
2025-08-26,Jayanagar,Kaju Katli,"₹1,276.00",4.0,800.0
2025-10-18,Jayanagar,Kaju Katli,"₹1,276.00",5.0,800.0
2025-12-26,Indiranagar,Chandrakala,₹819.00,10.0,400.0
2025-04-09,Malleswaram,Special Mysore Paak,₹870.00,6.0,500.0
2025-03-01,Malleswaram,Dry Fruit Mixture,₹933.00,1.0,600.0
2025-09-21,Malleswaram,Motichoor Laddu,₹876.00,10.0,450.0
2025-12-31,Malleswaram,Chandrakala,₹819.00,10.0,400.0
2025-09-02,Malleswaram,Motichoor Laddu,₹876.00,4.0,450.0
2025-07-17,Indiranagar,Chandrakala,₹819.00,2.0,400.0
2025-03-22,Indiranagar,Kaju Katli,"₹1,276.00",11.0,800.0
2025-01-15,Indiranagar,Kaju Katli,"₹1,276.00",8.0,800.0
2025-07-24,Indiranagar,Motichoor Laddu,₹876.00,8.0,450.0
2025-09-20,Indiranagar,Special Mysore Paak,₹870.00,14.0,500.0
2025-06-12,Jayanagar,Motichoor Laddu,₹876.00,4.0,450.0
2025-11-06,Jayanagar,Dry Fruit Mixture,₹933.00,4.0,600.0
2025-01-23,Indiranagar,Dry Fruit Mixture,₹933.00,13.0,600.0
2025-08-27,Malleswaram,Chandrakala,₹819.00,5.0,400.0
2025-10-06,Jayanagar,Dry Fruit Mixture,₹933.00,11.0,600.0
2025-06-11,Malleswaram,Dry Fruit Mixture,₹933.00,12.0,600.0
2025-02-06,Indiranagar,Chandrakala,₹819.00,6.0,400.0
2025-10-13,Indiranagar,Motichoor Laddu,₹876.00,10.0,450.0
2025-10-09,Malleswaram,Special Mysore Paak,₹870.00,2.0,500.0
2025-07-21,Malleswaram,Chandrakala,₹819.00,2.0,400.0
2025-03-28,Jayanagar,Dry Fruit Mixture,₹933.00,10.0,600.0
2025-02-23,Indiranagar,Motichoor Laddu,₹876.00,9.0,450.0
2025-04-16,Malleswaram,Kaju Katli,"₹1,276.00",10.0,800.0
2025-02-22,Indiranagar,Motichoor Laddu,₹876.00,6.0,450.0
2025-12-15,Malleswaram,Dry Fruit Mixture,₹933.00,13.0,600.0
2025-04-08,Jayanagar,Dry Fruit Mixture,₹933.00,12.0,600.0
2025-03-30,Malleswaram,Chandrakala,₹819.00,7.0,400.0
2025-07-27,Indiranagar,Motichoor Laddu,₹876.00,8.0,450.0
2025-05-12,Indiranagar,Special Mysore Paak,₹870.00,14.0,500.0
2025-12-10,Jayanagar,Chandrakala,₹819.00,7.0,400.0
2025-03-02,Malleswaram,Motichoor Laddu,₹876.00,13.0,450.0
2025-07-07,Jayanagar,Motichoor Laddu,₹876.00,15.0,450.0
2025-03-10,Jayanagar,Special Mysore Paak,₹870.00,10.0,500.0
2025-09-12,Indiranagar,Special Mysore Paak,₹870.00,9.0,500.0
2025-11-01,Indiranagar,Chandrakala,₹819.00,9.0,400.0
2025-05-14,Indiranagar,Motichoor Laddu,₹876.00,6.0,450.0
2025-05-26,Indiranagar,Kaju Katli,"₹1,276.00",1.0,800.0
2025-01-21,Indiranagar,Chandrakala,₹819.00,7.0,400.0
2025-02-24,Jayanagar,Motichoor Laddu,₹876.00,7.0,450.0
2025-05-09,Indiranagar,Motichoor Laddu,₹876.00,15.0,450.0
2025-08-27,Malleswaram,Motichoor Laddu,₹876.00,7.0,450.0
2025-12-05,Malleswaram,Kaju Katli,"₹1,276.00",10.0,800.0
2025-02-27,Jayanagar,Special Mysore Paak,₹870.00,13.0,500.0
